"sample_id","raw_input_text","gold_intent","gold_entities","slice_tags","model_name","prompt_language","raw_response","parsed_prediction","parse_success","schema_failure","predicted_intent","predicted_entities","evaluator_result","suspected_issue","reviewer_notes","severity","gold_label_concern"
"raw_079","abhi nahi, thodi der me location bhejna","message_send","duration:thodi der me; message_content:location","ambiguity; temporal_reference; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_079","abhi nahi, thodi der me location bhejna","message_send","duration:thodi der me; message_content:location","ambiguity; temporal_reference; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_079","abhi nahi, thodi der me location bhejna","message_send","duration:thodi der me; message_content:location","ambiguity; temporal_reference; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_081","don't remind me to not skip gym kal","reminder_create","task_object:gym skip na karna; date:kal","adversarial; code_switching; temporal_reference; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial negation is intentional and useful.","blocker",""
"raw_081","don't remind me to not skip gym kal","reminder_create","task_object:gym skip na karna; date:kal","adversarial; code_switching; temporal_reference; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial negation is intentional and useful.","blocker",""
"raw_081","don't remind me to not skip gym kal","reminder_create","task_object:gym skip na karna; date:kal","adversarial; code_switching; temporal_reference; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial negation is intentional and useful.","blocker",""
"raw_081","don't remind me to not skip gym kal","reminder_create","task_object:gym skip na karna; date:kal","adversarial; code_switching; temporal_reference; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial negation is intentional and useful.","blocker",""
"raw_085","meeting cancel mat karna, bas push to next monday","meeting_schedule","date:next monday; event_name:meeting","adversarial; temporal_reference; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_085","meeting cancel mat karna, bas push to next monday","meeting_schedule","date:next monday; event_name:meeting","adversarial; temporal_reference; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_085","meeting cancel mat karna, bas push to next monday","meeting_schedule","date:next monday; event_name:meeting","adversarial; temporal_reference; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_085","meeting cancel mat karna, bas push to next monday","meeting_schedule","date:next monday; event_name:meeting","adversarial; temporal_reference; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold looks acceptable.","blocker",""
"raw_094","call Aman for 5 mins, stretch to 30 if he cries","call_request","contact:Aman; duration:5 mins; duration:30","adversarial; sentiment_load; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; conditional entity ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Second duration 30 is conditional and may create misleading entity misses; sample is useful but gold policy should explicitly allow conditional alternatives.","blocker","conditional duration entity may be unstable for extraction scoring"
"raw_094","call Aman for 5 mins, stretch to 30 if he cries","call_request","contact:Aman; duration:5 mins; duration:30","adversarial; sentiment_load; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; conditional entity ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Second duration 30 is conditional and may create misleading entity misses; sample is useful but gold policy should explicitly allow conditional alternatives.","blocker","conditional duration entity may be unstable for extraction scoring"
"raw_094","call Aman for 5 mins, stretch to 30 if he cries","call_request","contact:Aman; duration:5 mins; duration:30","adversarial; sentiment_load; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; conditional entity ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Second duration 30 is conditional and may create misleading entity misses; sample is useful but gold policy should explicitly allow conditional alternatives.","blocker","conditional duration entity may be unstable for extraction scoring"
"raw_094","call Aman for 5 mins, stretch to 30 if he cries","call_request","contact:Aman; duration:5 mins; duration:30","adversarial; sentiment_load; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; conditional entity ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Second duration 30 is conditional and may create misleading entity misses; sample is useful but gold policy should explicitly allow conditional alternatives.","blocker","conditional duration entity may be unstable for extraction scoring"
"raw_096","schedule standup at 9 IST and 9 PST dono","meeting_schedule","time:9 IST; time:9 PST; event_name:standup","ambiguity; adversarial; code_switching; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; underspecified multi-time request","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Intent is fine, but dual times without explicit relation may trigger noisy entity or failure interpretations; acceptable only if adversarial ambiguity is intentional.","blocker","sample is intentionally hard and underspecified"
"raw_096","schedule standup at 9 IST and 9 PST dono","meeting_schedule","time:9 IST; time:9 PST; event_name:standup","ambiguity; adversarial; code_switching; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; underspecified multi-time request","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Intent is fine, but dual times without explicit relation may trigger noisy entity or failure interpretations; acceptable only if adversarial ambiguity is intentional.","blocker","sample is intentionally hard and underspecified"
"raw_096","schedule standup at 9 IST and 9 PST dono","meeting_schedule","time:9 IST; time:9 PST; event_name:standup","ambiguity; adversarial; code_switching; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; underspecified multi-time request","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Intent is fine, but dual times without explicit relation may trigger noisy entity or failure interpretations; acceptable only if adversarial ambiguity is intentional.","blocker","sample is intentionally hard and underspecified"
"raw_096","schedule standup at 9 IST and 9 PST dono","meeting_schedule","time:9 IST; time:9 PST; event_name:standup","ambiguity; adversarial; code_switching; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; underspecified multi-time request","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Intent is fine, but dual times without explicit relation may trigger noisy entity or failure interpretations; acceptable only if adversarial ambiguity is intentional.","blocker","sample is intentionally hard and underspecified"
"raw_100","delete reminder called 'pay rent' but keep rent reminder","reminder_cancel","task_object:pay rent","ambiguity; adversarial; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; reference resolution ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold intent is fine, but the distinction between pay rent and rent reminder is annotation-sensitive; keep only if naming-reference ambiguity is desired.","blocker","entity surface may be too annotation-sensitive"
"raw_100","delete reminder called 'pay rent' but keep rent reminder","reminder_cancel","task_object:pay rent","ambiguity; adversarial; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; reference resolution ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold intent is fine, but the distinction between pay rent and rent reminder is annotation-sensitive; keep only if naming-reference ambiguity is desired.","blocker","entity surface may be too annotation-sensitive"
"raw_100","delete reminder called 'pay rent' but keep rent reminder","reminder_cancel","task_object:pay rent","ambiguity; adversarial; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; reference resolution ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold intent is fine, but the distinction between pay rent and rent reminder is annotation-sensitive; keep only if naming-reference ambiguity is desired.","blocker","entity surface may be too annotation-sensitive"
"raw_100","delete reminder called 'pay rent' but keep rent reminder","reminder_cancel","task_object:pay rent","ambiguity; adversarial; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked; reference resolution ambiguity","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Gold intent is fine, but the distinction between pay rent and rent reminder is annotation-sensitive; keep only if naming-reference ambiguity is desired.","blocker","entity surface may be too annotation-sensitive"
"raw_083","set alarm 5 ka... nahi 5:30... wait weekdays only","reminder_update","time:5:30; date:weekdays","ambiguity; adversarial; temporal_reference; prompt_language_hinglish","sarvam-30b","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial correction pattern is useful and gold label is defensible.","blocker",""
"raw_083","set alarm 5 ka... nahi 5:30... wait weekdays only","reminder_update","time:5:30; date:weekdays","ambiguity; adversarial; temporal_reference; prompt_language_hinglish","sarvam-30b","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial correction pattern is useful and gold label is defensible.","blocker",""
"raw_083","set alarm 5 ka... nahi 5:30... wait weekdays only","reminder_update","time:5:30; date:weekdays","ambiguity; adversarial; temporal_reference; prompt_language_hinglish","gpt-4o-mini","hinglish","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial correction pattern is useful and gold label is defensible.","blocker",""
"raw_083","set alarm 5 ka... nahi 5:30... wait weekdays only","reminder_update","time:5:30; date:weekdays","ambiguity; adversarial; temporal_reference; prompt_language_hinglish","gpt-4o-mini","english","[MISSING_RUN_ARTIFACT]","[MISSING_RUN_ARTIFACT]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","[NOT_AVAILABLE]","missing prediction artifact; manual output review blocked","No smoke prediction/evaluation artifacts exist for this model/prompt pair. Adversarial correction pattern is useful and gold label is defensible.","blocker",""
